tournament_id,player,decklist_id,card_id,quantity,code,title,faction_code,side_code,type_code
5029,Virulentz,91527,34014,2,34014,Hermes,criminal,runner,hardware
5029,Virulentz,91527,34015,2,34015,Curupira,criminal,runner,program
5029,Virulentz,91527,34018,2,34018,Shibboleth,criminal,runner,program
5029,Virulentz,91527,34022,2,34022,AirbladeX (JSRF Ed.),shaper,runner,hardware
5029,Virulentz,91527,35014,3,35014,Clean Getaway,criminal,runner,event
5029,Virulentz,91527,35017,3,35017,Transfer of Wealth,criminal,runner,event
5029,Virulentz,91527,35022,2,35022,Open Market,criminal,runner,resource
5029,BaYoNeTTe,91198,26073,2,26073,Paladin Poemu,anarch,runner,resource
5029,BaYoNeTTe,91198,26085,2,26085,Simulchip,shaper,runner,hardware
5029,BaYoNeTTe,91198,27001,2,27001,Mystic Maemi,anarch,runner,resource
5029,BaYoNeTTe,91198,30004,3,30004,Botulus,anarch,runner,program
5029,BaYoNeTTe,91198,30007,3,30007,Fermenter,anarch,runner,program
5029,BaYoNeTTe,91198,30008,2,30008,Leech,anarch,runner,program
5029,BaYoNeTTe,91198,30009,1,30009,Cookbook,anarch,runner,resource
5029,BaYoNeTTe,91198,30030,3,30030,Sure Gamble,neutral-runner,runner,event
5029,BaYoNeTTe,91198,30032,2,30032,Mayfly,neutral-runner,runner,program
5029,BaYoNeTTe,91198,33004,3,33004,Steelskin Scarring,anarch,runner,event
5029,BaYoNeTTe,91198,33013,2,33013,Pinhole Threading,criminal,runner,event
5029,BaYoNeTTe,91198,33068,3,33068,Raindrops Cut Stone,anarch,runner,event
5029,BaYoNeTTe,91198,34001,3,34001,Strike Fund,anarch,runner,event
5029,BaYoNeTTe,91198,34005,2,34005,Banner,anarch,runner,program
5029,BaYoNeTTe,91198,34022,3,34022,AirbladeX (JSRF Ed.),shaper,runner,hardware
5029,BaYoNeTTe,91198,34073,1,34073,Arruaceiras Crew,anarch,runner,resource
5029,BaYoNeTTe,91198,35001,1,35001,Ryō “Phoenix” Ōno: Out of the Ashes,anarch,runner,identity
5029,BaYoNeTTe,91198,35004,2,35004,Scrounge,anarch,runner,event
5029,BaYoNeTTe,91198,35005,2,35005,Shred,anarch,runner,event
5029,BaYoNeTTe,91198,35015,2,35015,Lie Low,criminal,runner,event
5029,BaYoNeTTe,91198,35018,2,35018,Detente,criminal,runner,hardware
5029,Elessar_Ellie,91811,26007,1,26007,Fencer Fueno,anarch,runner,resource
5029,Elessar_Ellie,91811,26066,1,26066,Hoshiko Shiro: Untold Protagonist,anarch,runner,identity
5029,Elessar_Ellie,91811,26068,2,26068,Devil Charm,anarch,runner,hardware
5029,Elessar_Ellie,91811,26070,2,26070,Keiko,anarch,runner,hardware
5029,Elessar_Ellie,91811,26073,1,26073,Paladin Poemu,anarch,runner,resource
5029,Elessar_Ellie,91811,26074,1,26074,Bravado,criminal,runner,event
5029,Elessar_Ellie,91811,27001,2,27001,Mystic Maemi,anarch,runner,resource
5029,Elessar_Ellie,91811,30004,2,30004,Botulus,anarch,runner,program
5029,Elessar_Ellie,91811,30007,3,30007,Fermenter,anarch,runner,program
5029,Elessar_Ellie,91811,30008,2,30008,Leech,anarch,runner,program
5029,Elessar_Ellie,91811,30029,1,30029,Overclock,neutral-runner,runner,event
5029,Elessar_Ellie,91811,30030,3,30030,Sure Gamble,neutral-runner,runner,event
5029,Elessar_Ellie,91811,33004,3,33004,Steelskin Scarring,anarch,runner,event
5029,Elessar_Ellie,91811,33010,2,33010,The Twinning,anarch,runner,resource
5029,Elessar_Ellie,91811,33068,3,33068,Raindrops Cut Stone,anarch,runner,event
5029,Elessar_Ellie,91811,33092,2,33092,Dr. Nuka Vrolyck,shaper,runner,resource
5029,Elessar_Ellie,91811,33094,6,33094,Matryoshka,neutral-runner,runner,program
5029,Elessar_Ellie,91811,34008,1,34008,"Hannah ""Wheels"" Pilintra",anarch,runner,resource
5029,Elessar_Ellie,91811,34073,3,34073,Arruaceiras Crew,anarch,runner,resource
5029,Elessar_Ellie,91811,35014,2,35014,Clean Getaway,criminal,runner,event
5029,Elessar_Ellie,91811,35022,2,35022,Open Market,criminal,runner,resource
5029,Elessar_Ellie,91811,35034,3,35034,Side Hustle,neutral-runner,runner,resource
5029,Athlici,91005,26007,1,26007,Fencer Fueno,anarch,runner,resource
5029,Athlici,91005,26009,1,26009,Trickster Taka,anarch,runner,resource
5029,Athlici,91005,26066,1,26066,Hoshiko Shiro: Untold Protagonist,anarch,runner,identity
5029,Athlici,91005,26069,3,26069,Gachapon,anarch,runner,hardware
5029,Athlici,91005,26070,2,26070,Keiko,anarch,runner,hardware
5029,Athlici,91005,26073,2,26073,Paladin Poemu,anarch,runner,resource
5029,Athlici,91005,26075,1,26075,Boomerang,criminal,runner,hardware
5029,Athlici,91005,27001,1,27001,Mystic Maemi,anarch,runner,resource
5029,Athlici,91005,30004,3,30004,Botulus,anarch,runner,program
5029,Athlici,91005,30005,2,30005,Buzzsaw,anarch,runner,program
5029,Athlici,91005,30007,3,30007,Fermenter,anarch,runner,program
5029,Athlici,91005,30008,2,30008,Leech,anarch,runner,program
5029,Athlici,91005,30025,2,30025,Echelon,shaper,runner,program
5029,Athlici,91005,30030,3,30030,Sure Gamble,neutral-runner,runner,event
5029,Athlici,91005,33004,3,33004,Steelskin Scarring,anarch,runner,event
5029,Athlici,91005,33010,2,33010,The Twinning,anarch,runner,resource
